Year,Country,unhcr_resettlement_arrivals_by_origin_per_capita
2000,Kenya,3.441311575192486e-07
2000,Kyrgyzstan,2.967050296786319e-05
2000,Kuwait,1.51580125009596e-05
2000,Laos,1.202171196316247e-05
2000,Liberia,0.0009334911269193353
2000,Libya,1.6797647881359333e-06
2000,Lebanon,1.1189833177803326e-05
2000,Sri Lanka,5.698276979504203e-06
2000,Lithuania,2.5700759771571646e-06
2000,Latvia,4.068535956210809e-05
2000,Moldova,0.0002431793776273545
2000,Myanmar,2.465769363492033e-05
2000,Nigeria,4.497732010456033e-07
2000,Pakistan,1.8757431446698935e-06
2000,Romania,2.2586188103285554e-07
2000,Russia,2.392679643419014e-05
2000,El Salvador,1.5285507810045296e-05
2000,Seychelles,6.172991925726561e-05
2000,Sierra Leone,0.00031235208536460347
2000,Somalia,0.0007508805545380258
2000,Vietnam,4.9980971816050354e-05
2000,Sudan,0.0002146286314227682
2000,Syria,9.87151973325935e-06
2000,Tajikistan,3.860799516885287e-06
2000,Togo,0.00010579956242438175
2000,Tunisia,5.15020734219739e-07
2000,Turkey,2.3719091572707967e-07
2000,Uganda,1.5221884977602054e-06
2000,Ukraine,0.000147016492752435
2000,Uzbekistan,2.7815956871944256e-05
2001,Bosnia and Herzegovina,0.004132057555903133
2001,Afghanistan,0.0003623364140644843
2001,Albania,1.5975967033272507e-06
2001,Algeria,1.3989788027049765e-06
2001,Angola,3.0686154814129534e-06
2001,Egypt,4.490207370890644e-06
2001,Argentina,1.341358448428148e-07
2001,Armenia,8.850468386454718e-06
2001,Azerbaijan,5.465217489427915e-05
2001,Burundi,6.0991064962226915e-05
2001,Belarus,9.36665607014861e-05
2001,Cambodia,6.771238776369441e-06
2001,Chad,5.761663710357017e-07
2001,China,4.079654100938696e-08
2001,Cameroon,1.318357627734729e-06
2001,Congo,2.61037374958436e-05
2001,Democratic Republic of Congo,1.6168154088661862e-05
2001,Colombia,2.1860119282721793e-05
2001,Cuba,0.0002641366395227233
2001,Djibouti,2.3191759013067873e-05
2001,Ecuador,3.871569208945493e-07
2001,Eritrea,0.0001739151672975478
2001,Estonia,3.5207750878577086e-05
2001,Ethiopia,3.3333616003962006e-05
2001,Gambia,3.676281367870771e-06
2001,Palestine,1.8127392060443976e-06
2001,Georgia,1.6057785687206903e-05
2001,Germany,7.366130341171903e-08
2001,Guatemala,3.941319290384749e-06
2001,Guinea,5.940300926140437e-07
2001,Haiti,2.6716816842281337e-06
2001,Honduras,1.77727434836236e-06
2001,Croatia,0.0004734495095702816
2001,India,3.627906659513278e-08
2001,Indonesia,6.995374038429292e-08
2001,Iran,0.00012934710292813399
2001,Iraq,0.00020092383656465182
2001,Kazakhstan,1.877908200737924e-05
2001,Kenya,7.915108874301343e-07
2001,Kyrgyzstan,2.0149757024154924e-05
2001,Laos,4.066856157515994e-06
2001,Liberia,0.00120178961707936
2001,Libya,9.185690384547905e-07
2001,Lebanon,1.0774244744235717e-05
2001,Sri Lanka,4.97046092088787e-06
2001,Lithuania,8.636515822240929e-06
2001,Latvia,4.9603826532450866e-05
2001,Mauritania,7.4748233517922e-05
2001,North Macedonia,2.4475681941450253e-06
2001,Moldova,0.0002519645472746392
2001,Morocco,1.7166602183186666e-07
2001,Myanmar,2.0412865449846723e-05
2001,Nigeria,6.459636847510288e-07
2001,Pakistan,8.69991677125291e-07
2001,Russia,2.8519367036546195e-05
2001,Rwanda,2.7335184026533353e-05
2001,El Salvador,6.073898081002517e-06
2001,Sierra Leone,0.0005567861972554458
2001,Somalia,0.0005992346124878751
2001,Vietnam,3.8963371210948386e-05
2001,Sudan,0.00028915583050305856
2001,Slovenia,2.515777699844575e-06
2001,Syria,1.7892763301703899e-06
2001,Thailand,7.86915917562059e-08
2001,Tajikistan,3.0070380516925666e-06
2001,Turkmenistan,1.5337130953025216e-06
2001,Togo,6.123370911736349e-05
2001,Tunisia,6.126252882529611e-07
2001,Turkey,1.7914937167719782e-06
2001,United Arab Emirates,2.1194638846381864e-06
2001,Uganda,9.43049100794482e-07
2001,Ukraine,0.00014354883122987878
2001,Uzbekistan,2.756032864337787e-05
2001,Venezuela,2.028688001621003e-07
2001,Yemen,8.371297633171859e-07
2002,Bosnia and Herzegovina,0.0013808094879247665
2002,Afghanistan,0.0002763179703491571
2002,Albania,1.5993945332055097e-06
2002,Algeria,4.080977902760342e-07
2002,Angola,9.132723472891622e-07
2002,Egypt,4.644328119879173e-06
2002,Armenia,9.888014934857757e-06
2002,Azerbaijan,1.4618708443149836e-05
2002,Burundi,6.2498899929864e-05
2002,Bangladesh,7.548418747050502e-08
2002,Cambodia,7.121538309247104e-07
2002,Chad,6.652455543302718e-07
2002,China,4.436447769437283e-08
2002,Cameroon,3.6680186372026955e-07
2002,Congo,2.5978922031817532e-05
2002,Democratic Republic of Congo,1.0928047927811521e-05
2002,Colombia,3.0507374332064035e-05
2002,Cuba,0.0001701836769388796
2002,Eritrea,6.730996723576505e-05
2002,Estonia,2.820492978780491e-05
2002,Ethiopia,1.697981910718657e-05
2002,Palestine,7.100253508634648e-06
2002,United Kingdom,8.427966189831443e-08
2002,Georgia,3.2874862072342075e-06
2002,Guatemala,2.457233086741802e-06
2002,Guinea,5.823381271796188e-07
2002,Haiti,1.2565471819759045e-06
2002,Croatia,0.0001981435924548012
2002,Cote d'Ivoire,2.901656085390864e-07
2002,India,1.344532051154886e-07
2002,Indonesia,1.0581631327775278e-07
2002,Iran,5.203255338453033e-05
2002,Iraq,0.0001796893155690123
2002,Kazakhstan,1.4890308505824982e-05
2002,Kenya,7.11074324866038e-07
2002,Kyrgyzstan,1.3422877953183406e-05
2002,Kuwait,1.8249959873485662e-05
2002,Laos,3.276750526601116e-06
2002,Liberia,0.00024729504513961093
2002,Lebanon,2.3193506774536397e-05
2002,Sri Lanka,6.872139799677649e-06
2002,Latvia,2.4865725084543466e-05
2002,Mauritania,3.959544969092152e-06
2002,North Macedonia,2.440298106816729e-06
2002,Moldova,0.0002426866126022802
2002,Myanmar,5.995535254868841e-06
2002,Nigeria,2.0218345848631978e-07
2002,Pakistan,5.683729411818593e-07
2002,Philippines,6.145128768715297e-08
2002,Papua New Guinea,9.838289672370197e-07
2002,Russia,1.543221491873465e-05
2002,Rwanda,2.4326393270441498e-05
2002,El Salvador,2.01270047545017e-06
2002,Sierra Leone,0.0001464022699400093
2002,Somalia,8.072549804843214e-05
2002,Vietnam,3.549421823223928e-05
2002,Sudan,0.000156837957266081
2002,Syria,1.6389001855937396e-06
2002,Tanzania,1.4150360027610182e-07
2002,Thailand,7.804074891461317e-08
2002,Tajikistan,1.5559695471864103e-06
2002,Turkmenistan,1.0845944636224848e-06
2002,Togo,8.273940550775056e-06
2002,Turkey,1.7038819819499954e-06
2002,Uganda,1.4701639562604766e-06
2002,Ukraine,0.00010462685592567224
2002,Uzbekistan,1.6004016496955933e-05
2003,Afghanistan,0.0002542558506399532
2003,Bosnia and Herzegovina,0.00015629240394994496
2003,Sri Lanka,5.9820944987826695e-06
2003,Rwanda,3.424033207279051e-05
2003,Albania,1.6035833031057881e-06
2003,Algeria,1.0538009064485455e-06
2003,Angola,1.7106773360692398e-06
2003,Egypt,3.4328351117845083e-06
2003,Armenia,2.0875180338363477e-05
2003,Azerbaijan,5.023062434393722e-05
2003,Burundi,6.295988760429812e-05
2003,Belarus,7.252639283993001e-05
2003,Cambodia,4.200317497332604e-06
2003,Chad,1.386827464688439e-06
2003,China,1.0795987209407016e-07
2003,Cameroon,3.571243844589229e-07
2003,Congo,8.042466571663807e-05
2003,Democratic Republic of Congo,1.7889928442814154e-05
2003,Colombia,5.129704382464588e-05
2003,Cuba,2.7428526647303433e-05
2003,Czechia,4.883226906658387e-07
2003,Djibouti,6.5820738535014655e-06
2003,Ecuador,3.739805850223169e-07
2003,Eritrea,0.00018416192100491663
2003,Estonia,2.0394725341320296e-05
2003,Ethiopia,4.486592674098051e-05
2003,Gambia,8.276290152938946e-06
2003,Palestine,4.939178376393284e-06
2003,Georgia,1.2503155277393115e-05
2003,Germany,6.126372033180284e-08
2003,Guatemala,5.599785416222851e-07
2003,Honduras,3.3772740135791744e-06
2003,Croatia,6.744272893331805e-05
2003,Cote d'Ivoire,2.8409715599996433e-07
2003,India,3.328765589196286e-08
2003,Indonesia,3.889982524718762e-06
2003,Iran,5.930453948212193e-05
2003,Iraq,0.00012692778643438713
2003,Jordan,1.1041516839417333e-06
2003,Kazakhstan,7.814546248040983e-06
2003,Kenya,6.632297715424311e-07
2003,Kyrgyzstan,9.175157343975452e-06
2003,Kuwait,1.9892432826030034e-05
2003,Laos,2.3311528088598152e-06
2003,Liberia,0.0012073232360162557
2003,Lebanon,8.65923582699576e-06
2003,Lithuania,6.1504811872888885e-06
2003,Latvia,2.1250344233892566e-05
2003,North Macedonia,8.765838165095795e-06
2003,Moldova,0.00014880396120457885
2003,Malaysia,2.0243881276762158e-07
2003,Myanmar,1.570129099711443e-05
2003,Nepal,1.9935504655339048e-07
2003,Nigeria,4.7005081112801927e-07
2003,Pakistan,1.7440337112963564e-06
2003,South Africa,1.0702237364794086e-07
2003,Russia,1.1147156041015892e-05
2003,El Salvador,1.184503030075533e-05
2003,Sierra Leone,0.00036454009306539383
2003,Solomon Islands,1.1185281958587612e-05
2003,Somalia,0.0002504224988212415
2003,Vietnam,1.9562183747227425e-05
2003,Sudan,0.0002864851285535824
2003,Syria,1.4355264310849122e-06
2003,Tajikistan,1.987296588728971e-06
2003,Turkmenistan,2.1478807290422687e-06
2003,Togo,1.0880517102203136e-05
2003,Tunisia,1.5082528579883405e-06
2003,Turkey,5.295856663977683e-07
2003,Uganda,4.6188403962395405e-07
2003,Ukraine,0.00010655186134437807
2003,Uzbekistan,7.68958646297237e-06
2003,Yemen,5.26731602489776e-07
2003,Zambia,1.0660279974486397e-06
2003,Zimbabwe,1.0849409445779618e-06
2004,Bosnia and Herzegovina,6.77435860107104e-05
2004,Iraq,9.227084243659173e-05
2004,Afghanistan,0.00020944979734245859
2004,Angola,1.5993058586092074e-06
2004,Egypt,8.021887159605207e-06
2004,Armenia,2.9326343888040016e-05
2004,Azerbaijan,5.160411876616919e-05
2004,Burundi,0.0001165222034390736
2004,Belarus,6.852713861865094e-05
2004,Cambodia,3.5204598026629215e-06
2004,Central African Republic,8.081046839010143e-06
2004,Chad,5.136232928574209e-07
2004,China,5.366247774871189e-08
2004,Congo,0.00013160638410605083
2004,Democratic Republic of Congo,2.68519006877648e-05
2004,Colombia,5.587514559682106e-05
2004,Cuba,0.0002629247094028649
2004,Djibouti,7.776059844556563e-06
2004,Ecuador,3.677446734022781e-07
2004,Equatorial Guinea,6.973996755696709e-06
2004,Eritrea,0.0002022200823660779
2004,Estonia,1.980096364689748e-05
2004,Ethiopia,5.386619749689074e-05
2004,Gambia,3.3410757194672456e-06
2004,Palestine,2.2822452728994785e-06
2004,Georgia,9.465638666755329e-06
2004,Ghana,1.1282263041449906e-06
2004,Guinea,9.410996009401586e-06
2004,Haiti,1.8790589054017639e-06
2004,Croatia,2.760113935678396e-05
2004,Cote d'Ivoire,4.674329190634892e-06
2004,India,2.832802341944267e-08
2004,Indonesia,3.30966162422625e-06
2004,Iran,5.5720503748741195e-05
2004,Israel,2.501363634018608e-06
2004,Jordan,1.971241027045248e-06
2004,Kazakhstan,2.0458994928267617e-05
2004,Kenya,1.5967328096629666e-05
2004,Kyrgyzstan,3.5919861004029574e-05
2004,Kuwait,9.997736875925359e-06
2004,Laos,0.0010688426881499573
2004,Liberia,0.002747114318097596
2004,Lebanon,1.70701607680872e-05
2004,Sri Lanka,3.971702291718645e-06
2004,Lithuania,3.844863882945781e-06
2004,Latvia,2.281780596264374e-05
2004,Moldova,0.00041051237991133316
2004,Malaysia,1.9848636678525963e-07
2004,Malawi,2.194794159603968e-06
2004,Myanmar,3.7661263150529596e-05
2004,Nigeria,2.882048400381849e-07
2004,Pakistan,1.3468254347893997e-06
2004,Peru,1.8100054640444949e-07
2004,Philippines,5.9024529461173096e-08
2004,Russia,1.225702418927888e-05
2004,Rwanda,5.253143937526295e-05
2004,Sierra Leone,0.0003838796318362457
2004,Somalia,0.0013984845982592138
2004,Vietnam,1.2328018869670195e-05
2004,Sudan,0.00040487600047778874
2004,Syria,3.4777093136477036e-06
2004,Tanzania,3.852351563677525e-06
2004,Thailand,1.0308437211224325e-06
2004,Turkmenistan,6.8035946792487814e-06
2004,Togo,1.426541350495723e-05
2004,Turkey,4.4768816072243737e-07
2004,Uganda,7.94144951959823e-06
2004,Ukraine,7.374386215243255e-05
2004,Uzbekistan,1.7486262355137247e-05
2004,Yemen,4.094145699181826e-07
2005,Afghanistan,0.00022156152226330785
2005,Bosnia and Herzegovina,1.9652981463520347e-05
2005,Albania,1.619795193095785e-06
2005,Algeria,2.1116317121230588e-07
2005,Angola,1.4922605194589743e-06
2005,Egypt,3.90606504119985e-06
2005,Armenia,3.0523986150831424e-05
2005,Azerbaijan,4.204431400427001e-05
2005,Burundi,0.000152480896777765
2005,Benin,6.263919211477805e-07
2005,Belarus,4.653797713322505e-05
2005,Cambodia,3.1642339107181265e-06
2005,Central African Republic,5.942977134395475e-06
2005,Chad,1.2875583239159997e-06
2005,China,1.179762448143241e-07
2005,Cameroon,9.586425801515421e-07
2005,Congo,6.100296043778595e-05
2005,Democratic Republic of Congo,2.6393655271920908e-05
2005,Colombia,6.030801497974183e-05
2005,Costa Rica,3.966861307328146e-06
2005,Cuba,0.0005653732964433252
2005,Djibouti,4.0855514473066004e-05
2005,Ecuador,1.8082085289724552e-06
2005,Equatorial Guinea,4.669611635071185e-05
2005,Eritrea,0.0002766522809839057
2005,Estonia,1.2540109910375096e-05
2005,Ethiopia,3.583670252039686e-05
2005,Palestine,7.82569712986968e-06
2005,Georgia,8.313227199549281e-06
2005,Ghana,1.7419488043080045e-06
2005,Guinea,1.7124819626799683e-05
2005,Haiti,2.7187834988111846e-06
2005,Honduras,6.70332761226666e-07
2005,Croatia,1.0050099747239992e-05
2005,Cote d'Ivoire,5.55721636417158e-06
2005,India,2.7884039106653805e-08
2005,Indonesia,6.186766058418591e-07
2005,Iran,4.144069411657535e-05
2005,Iraq,0.00010207159653905972
2005,Israel,9.189107232286848e-07
2005,Jamaica,1.8248175182481753e-06
2005,Jordan,4.856356771556457e-06
2005,Kazakhstan,5.843092325468293e-06
2005,Kenya,8.109237822566436e-06
2005,Kyrgyzstan,1.3595148305335209e-05
2005,Kuwait,1.1893246221912116e-05
2005,Laos,0.001481829206274694
2005,Liberia,0.0017357992911376042
2005,Lebanon,1.0641103048229098e-05
2005,Sri Lanka,1.9953964668589207e-06
2005,Lithuania,2.691179122191194e-06
2005,Latvia,1.1101263057305608e-05
2005,Mauritania,6.282657418594946e-06
2005,Moldova,0.0002442721075874379
2005,Malaysia,3.11397761400418e-07
2005,Malawi,7.920196104055536e-07
2005,Morocco,1.6417361911845136e-07
2005,Myanmar,5.8488335764967675e-05
2005,Namibia,6.1909410023958945e-06
2005,Nigeria,7.92136167573497e-08
2005,Pakistan,1.0168180013117201e-06
2005,Russia,4.269443359315525e-05
2005,Rwanda,4.62658169140587e-05
2005,Saudi Arabia,2.099413528830721e-07
2005,Sierra Leone,0.0002501049927297738
2005,Somalia,0.0010636692991652225
2005,Vietnam,2.637396865675099e-05
2005,Sudan,0.00022410691166265163
2005,Syria,3.158838719389355e-06
2005,Tanzania,8.816570929716247e-06
2005,Thailand,2.033135864885067e-06
2005,Tajikistan,1.0899474733691955e-05
2005,Turkmenistan,6.099289706165667e-06
2005,Togo,1.2830466941678222e-05
2005,Tunisia,7.915480086729915e-07
2005,Turkey,2.3562863754470482e-07
2005,Uganda,6.285084951592203e-06
2005,Ukraine,6.182452731907288e-05
2005,Uzbekistan,1.687617785599512e-05
2005,Venezuela,3.0265834280559367e-07
2005,Yemen,9.449249968270414e-07
2005,Zambia,5.06062459578261e-07
2005,Zimbabwe,8.280409784231566e-07
2006,Bosnia and Herzegovina,6.10821310333875e-06
2006,Colombia,6.164223287843002e-05
2006,Iran,5.6084100127849636e-05
2006,Iraq,9.811235186783622e-05
2006,Sri Lanka,5.940299381949928e-06
2006,Somalia,0.0010338256454163843
2006,Afghanistan,0.00020913206485606017
2006,Algeria,1.4862813113769156e-07
2006,Angola,1.6873528684130273e-06
2006,Egypt,4.683007849111406e-07
2006,Armenia,3.10989314474761e-05
2006,Azerbaijan,1.0312679276949087e-05
2006,Burundi,0.00020176528191276116
2006,Bhutan,2.8901558250330087e-05
2006,Belarus,3.677674331220177e-05
2006,Cambodia,3.1904541611498395e-06
2006,Central African Republic,9.713276227363513e-06
2006,Chad,2.4863437569151434e-06
2006,China,7.99456880973342e-08
2006,Cameroon,1.865704709318542e-06
2006,Congo,0.00011508238804232575
2006,Democratic Republic of Congo,3.8601545200058695e-05
2006,Costa Rica,4.3724186908472156e-06
2006,Cuba,0.000278832501675437
2006,Ecuador,1.9204262151265715e-06
2006,Equatorial Guinea,2.2944726154693344e-05
2006,Eritrea,0.0003999028171046008
2006,Estonia,5.1875945346468324e-06
2006,Ethiopia,3.586480459319215e-05
2006,Gambia,1.508064374241255e-05
2006,Palestine,1.911304025397408e-06
2006,United Kingdom,8.220797601842077e-08
2006,Georgia,1.1933966024476087e-06
2006,Ghana,7.596387997939324e-07
2006,Guinea,7.520880381364504e-07
2006,Haiti,2.2472429539302354e-06
2006,Cote d'Ivoire,2.5060098915942777e-06
2006,India,1.9734251854876602e-08
2006,Indonesia,1.0901879240651143e-07
2006,Jordan,2.1697234453806337e-06
2006,Kazakhstan,7.973628894321959e-06
2006,Kenya,4.515387497672915e-07
2006,Kyrgyzstan,5.268931123166339e-06
2006,North Korea,3.7414467409629304e-07
2006,Kuwait,1.4323865118060246e-05
2006,Laos,0.00014300192864443237
2006,Liberia,0.0010392852841108599
2006,Lebanon,3.1514193992974434e-06
2006,Latvia,9.437935015772588e-06
2006,Mauritania,4.209636017517227e-05
2006,Moldova,0.00017365030301977878
2006,Malaysia,1.9082546286433447e-07
2006,Myanmar,0.00012151871251258772
2006,Namibia,2.536374141564172e-06
2006,Nepal,1.6879782229325883e-06
2006,Nicaragua,9.068226982074111e-07
2006,Nigeria,2.1046974004636858e-07
2006,Pakistan,1.194957090858916e-06
2006,Philippines,1.2743393844542542e-06
2006,Russia,4.349273570897531e-05
2006,Rwanda,4.257275684144202e-05
2006,Saudi Arabia,4.898296466373012e-07
2006,Sierra Leone,0.00019196327480083166
2006,Vietnam,3.8715375162444145e-05
2006,Sudan,0.00020125182933238464
2006,Syria,3.672755973645772e-06
2006,Tanzania,8.597002993729296e-07
2006,Thailand,5.014241966652556e-07
2006,Tajikistan,4.9114565502218104e-06
2006,Turkmenistan,3.11842920978588e-06
2006,Togo,5.899826840082243e-06
2006,Tunisia,6.861930411987361e-07
2006,Turkey,2.4724823980705676e-07
2006,Uganda,2.134996530630638e-06
2006,Ukraine,5.3467907679976206e-05
2006,Uzbekistan,3.2644299837035925e-05
2006,Venezuela,1.8621842154562035e-07
2006,Yemen,5.317182504265347e-07
2006,Zambia,4.1072761382535435e-07
2006,Zimbabwe,3.2084252259224964e-06
2007,Afghanistan,0.00014852101481955602
2007,Bosnia and Herzegovina,1.8603212349556486e-06
2007,Iraq,0.00017627305871949374
2007,Algeria,1.4634013850098997e-07
2007,Angola,7.653539570712965e-07
2007,Egypt,3.067793480846819e-07
2007,Armenia,1.159374824175693e-05
2007,Azerbaijan,9.857595569675607e-06
2007,Burundi,0.0006886090529577756
2007,Bhutan,6.316995877408167e-05
2007,Burkina Faso,4.209926881288271e-07
2007,Belarus,2.3838369944920707e-05
2007,Cambodia,3.7280829839108367e-06
2007,Central African Republic,8.099087089959896e-06
2007,Chad,2.7731479046417968e-06
2007,China,9.881174118939593e-08
2007,Cameroon,7.474526679602225e-07
2007,Congo,0.00012976884376476186
2007,Democratic Republic of Congo,4.836307417186533e-05
2007,Colombia,4.437838165097274e-05
2007,Cuba,0.0002617517887335098
2007,Ecuador,2.0284608444804252e-06
2007,Equatorial Guinea,1.7038138656372386e-05
2007,Eritrea,0.0005496339111108145
2007,Estonia,4.463306045176096e-06
2007,Ethiopia,2.5919021119267126e-05
2007,Gambia,7.927573686797419e-06
2007,Palestine,4.4722969157922395e-05
2007,Georgia,1.679922051616805e-06
2007,Ghana,7.402908890310053e-07
2007,Guatemala,1.3868283134284542e-06
2007,Guinea,5.253116700403934e-07
2007,Cote d'Ivoire,2.1907804655408488e-06
2007,India,2.1128972183489225e-08
2007,Iran,8.731858299252125e-05
2007,Jordan,7.993234526296942e-07
2007,Kazakhstan,4.26694192475509e-06
2007,Kenya,1.291791589372317e-07
2007,Kyrgyzstan,4.629286719502259e-06
2007,North Korea,9.095295127857111e-07
2007,Kuwait,1.6373631903183114e-05
2007,Laos,4.188428834557061e-05
2007,Liberia,0.0006510854842888798
2007,Lebanon,2.3073629840664e-06
2007,Sri Lanka,8.567665710246385e-06
2007,Lithuania,1.5342204809842576e-06
2007,Latvia,7.733990752876704e-06
2007,Madagascar,7.20404743968154e-07
2007,Mauritania,5.71426430252252e-05
2007,Moldova,0.00013679960117468485
2007,Myanmar,0.00040482469295201784
2007,Nepal,7.959795904768396e-07
2007,Nigeria,3.006697329467149e-07
2007,Pakistan,8.044903385060553e-07
2007,Philippines,1.0066496817275701e-07
2007,Russia,1.3443505208454357e-05
2007,Rwanda,5.219027149616461e-05
2007,Sierra Leone,8.8486104592913e-05
2007,Somalia,0.0007085662053179559
2007,Vietnam,1.9211050280411094e-05
2007,Sudan,7.65127515020649e-05
2007,Switzerland,6.633951555701443e-07
2007,Syria,1.408574202456483e-06
2007,Tanzania,6.391124635386339e-07
2007,Thailand,6.799425294442312e-07
2007,Tajikistan,1.5574852955689402e-06
2007,Turkmenistan,2.4639938630126186e-06
2007,Togo,4.5436426163273856e-05
2007,Uganda,2.882691253422984e-06
2007,Ukraine,3.483129693180271e-05
2007,Uzbekistan,1.3269760520521611e-05
2007,Yemen,1.409607906284004e-06
2007,Zimbabwe,4.89559331327228e-07
2008,Afghanistan,0.00011892960756007054
2008,Bosnia and Herzegovina,3.462732079628987e-06
2008,Colombia,4.455996492326331e-05
2008,Angola,5.531066247608506e-07
2008,Egypt,6.780845983618907e-07
2008,Armenia,5.158867319091421e-06
2008,Azerbaijan,4.6475412409773935e-06
2008,Burundi,0.0004083137503531828
2008,Bhutan,0.009228556411375037
2008,Belarus,1.1742484148968751e-05
2008,Cambodia,1.080393133453401e-06
2008,Central African Republic,1.4976477569916749e-05
2008,Chad,2.0565848762861367e-06
2008,China,1.0343022805153674e-07
2008,Cameroon,3.11645021361708e-07
2008,Congo,7.603165609161889e-05
2008,Democratic Republic of Congo,3.477832213052564e-05
2008,Cuba,0.0003727871602455287
2008,Djibouti,6.124741382795111e-06
2008,Ecuador,2.5454500424470994e-06
2008,Eritrea,0.0003722106241972168
2008,Estonia,4.477388070894963e-06
2008,Ethiopia,1.9610152105795058e-05
2008,Fiji,5.91466790322657e-06
2008,Gambia,9.471445958297224e-06
2008,Palestine,3.837485596464535e-05
2008,Georgia,4.827829929069523e-06
2008,Ghana,7.638825467776209e-07
2008,Guinea,5.852879555131866e-06
2008,Cote d'Ivoire,5.610651015058579e-06
2008,India,7.245955778471583e-08
2008,Indonesia,8.918342824962806e-08
2008,Iran,8.715955361884914e-05
2008,Iraq,0.0007005630538630684
2008,Jordan,6.100841107711417e-06
2008,Kazakhstan,4.2238978558107535e-06
2008,Kenya,4.071171721420073e-06
2008,Kyrgyzstan,6.660362791864234e-06
2008,North Korea,1.5219984514282783e-06
2008,Kuwait,9.789119769880385e-06
2008,Laos,9.757501285840211e-06
2008,Liberia,0.00036060127560275985
2008,Libya,8.252540957360771e-07
2008,Lebanon,2.7283726621256753e-06
2008,Sri Lanka,2.0566469628878808e-05
2008,Latvia,2.7633876922396704e-06
2008,Mauritania,2.7607238193127496e-05
2008,Moldova,0.00011840833905923966
2008,Malaysia,1.468644279412071e-06
2008,Malawi,7.284435877624099e-07
2008,Morocco,1.5854490278613176e-07
2008,Myanmar,0.0004480905350773394
2008,Nepal,6.787521804913798e-06
2008,Nigeria,5.922687421147569e-07
2008,Pakistan,1.3108146331935179e-06
2008,Philippines,9.900775854498286e-08
2008,Russia,3.895321568010178e-06
2008,Rwanda,3.674721235647064e-05
2008,El Salvador,9.78510762069074e-07
2008,Saudi Arabia,2.317628247407588e-07
2008,Senegal,1.832615558906095e-06
2008,Sierra Leone,5.673667287346304e-05
2008,Somalia,0.00029788049473256035
2008,Vietnam,1.4122815903042068e-05
2008,Sudan,4.044058887304873e-05
2008,Syria,4.25860638944849e-06
2008,Tanzania,3.6316768618030356e-06
2008,Thailand,1.1363127373142557e-05
2008,Togo,6.082108131005979e-05
2008,Turkey,1.56208702324323e-07
2008,Uganda,4.764762993787998e-06
2008,Ukraine,2.235764436132735e-05
2008,Uzbekistan,1.1619076293569681e-05
2008,Venezuela,1.8092456578194675e-07
2008,Zambia,3.8914954557840116e-07
2008,Zimbabwe,2.8272426314585027e-06
2009,Afghanistan,9.727131081649228e-05
2009,Colombia,2.4782093000379395e-05
2009,Iraq,0.0010001326400157222
2009,Algeria,2.5471302587131526e-07
2009,Angola,5.285535510248498e-06
2009,Egypt,1.0722897177929433e-06
2009,Armenia,1.7312455896518604e-06
2009,Azerbaijan,4.3700500079389245e-06
2009,Burundi,0.00011574651560714346
2009,Bhutan,0.02546994157702236
2009,Belarus,1.5689335884193196e-05
2009,Cambodia,1.7029000032284147e-06
2009,Central African Republic,1.5676788877226076e-05
2009,Chad,1.211057788044472e-06
2009,China,1.6309505515555186e-07
2009,Cameroon,8.590230926630232e-07
2009,Congo,0.00011579099724996382
2009,Democratic Republic of Congo,5.007320263464151e-05
2009,Cuba,0.00042826434206777035
2009,Djibouti,1.3287912831291827e-05
2009,Ecuador,3.4519140254109604e-06
2009,Equatorial Guinea,1.996475112273996e-05
2009,Eritrea,0.000994576784020103
2009,Ethiopia,2.0766379602168493e-05
2009,Fiji,5.857297489796587e-06
2009,Gambia,2.873105833151849e-06
2009,Palestine,7.327517810921742e-05
2009,Germany,6.18047269515989e-08
2009,Ghana,2.0685994749977277e-07
2009,Guinea,1.9067747707605122e-06
2009,Cote d'Ivoire,2.2932181513002522e-06
2009,India,1.560285040656228e-08
2009,Indonesia,3.3526030620145155e-08
2009,Iran,8.330495594004308e-05
2009,Jordan,4.49714779281437e-06
2009,Kazakhstan,3.7399453905640554e-06
2009,Kenya,3.9118084735541454e-07
2009,Kyrgyzstan,1.2184359481343683e-05
2009,North Korea,7.368490859387089e-07
2009,Kuwait,4.253748882061622e-06
2009,Laos,9.758285638356958e-07
2009,Liberia,0.0002309457133731952
2009,Lebanon,3.324311981693014e-06
2009,Sri Lanka,2.1368043782426008e-05
2009,Madagascar,2.4308289394074564e-07
2009,Mauritania,7.072535928482517e-06
2009,Moldova,0.00012129302760331566
2009,Myanmar,0.00048099152153439044
2009,Namibia,5.766350366331433e-06
2009,Nepal,4.835674301861611e-07
2009,Nigeria,2.721530315978288e-07
2009,Pakistan,9.514281135385315e-07
2009,Russia,3.5094597452548057e-06
2009,Rwanda,3.812826019624299e-05
2009,El Salvador,1.6239887827846795e-06
2009,Saudi Arabia,4.130632685628849e-07
2009,Sierra Leone,7.588396449076838e-05
2009,Somalia,0.0005333815339557938
2009,Vietnam,2.0575883617658286e-05
2009,Sudan,4.8632806886405454e-05
2009,Syria,3.3481290772608134e-06
2009,Tanzania,4.178871486468698e-07
2009,Thailand,1.1814526765242093e-06
2009,Tajikistan,8.146913840411734e-07
2009,Turkmenistan,1.5974590815848312e-06
2009,Togo,3.327552776906784e-05
2009,Tonga,6.737441889563703e-05
2009,Turkey,2.3835761173861322e-07
