Report generated on: 02-28-2022 15:46:47
"API","","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021"
"INTL.3-6-SDN-TCF.A","        Sudan","NA","NA","NA","NA","NA","NA","NA","3.002","3.002","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3"
"INTL.3-6-SUR-TCF.A","        Suriname","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA","NA","NA","NA","NA","NA"
"INTL.3-6-SWE-TCF.A","        Sweden","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.3-6-CHE-TCF.A","        Switzerland","0","0","0","0","0.004","0.004","0.003","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA","NA","NA","NA","NA","NA"
"INTL.3-6-SYR-TCF.A","        Syria","1.5","1.5","3.2","1.26","1.29","1.28","1.24","4.2","1.5","13.13","4","5.5","6.4","7","7","7","7","8.3","8.3","8.5","8.5","8.5","8.5","8.5","8.5","8.5","8.5","8.5","8.5","8.5","8.5","8.5","8.5","8.5","8.5","8.5","8.5","8.5","8.5","8.5","8.5","8.5"
"INTL.3-6-TWN-TCF.A","        Taiwan","0.65","0.6","0.58","0.56","0.55","0.54","0.811","0.91","0.89","0.885","0.84","0.7","0.67","2.4","2.4","2.4","2.4","2.7","2.7","2.7","2.7","2.7","2.7","2.7","2.7","2.7","0.297","0.297","0.22","0.22","0.22","0.22","0.22","0.22","0.22","0.22","0.22","0.22","0.22","0.22","0.22","0.22"
"INTL.3-6-TJK-TCF.A","        Tajikistan","--","--","--","--","--","--","--","--","--","--","--","--","NA","NA","NA","NA","NA","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2"
"INTL.3-6-TZA-TCF.A","        Tanzania","0.848","0.848","0.848","0.2","0.2","0.2","0.8","3","4.1","4.1","4.1","4.1","4.1","4.1","4.1","4.1","2","0.726","0.98","0.98","0.98","0.98","0.8","0.8","0.8","0.8","0.8","0.23","0.23","0.23","0.23","0.23","0.23","0.23","0.23","0.23","0.23","0.23","0.23","0.23","0.23","0.23"
"INTL.3-6-THA-TCF.A","        Thailand","8","8","12","11","8.5","5.9","5.4","7.4","3.72","3.885","6.91","5.85","13.6","8.463","5.74","6.162","5.901","7.12","7","12.529","12.529","11.764","12.705","13.341","13.34","13.34","14.754","14.75","11.697","11.198","12.079","11.026","10.589","10.06","9.039","8.415","7.752","7.304","6.83","6.41","6.058","4.882"
"INTL.3-6-BHS-TCF.A","        The Bahamas","0","0.001","0.001","0.001","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"INTL.3-6-TLS-TCF.A","        Timor-Leste","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.3-6-TGO-TCF.A","        Togo","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.3-6-TON-TCF.A","        Tonga","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.3-6-TTO-TCF.A","        Trinidad and Tobago","8","1.2","10.8","11","13.1","10.55","10.5","10.4","10.39","10.5","9.968","8.91","8.9","8.702","8.465","8.458","10.57","12.36","15.916","18.297","19.77","21.351","23.45","23.45","25.887","25.887","25.88","18.77","18.77","18.77","15.4","14.416","13.46","13.257","13.11","12.24","11.503","10.6","11.24","9.92","10.515","10.526"
"INTL.3-6-TUN-TCF.A","        Tunisia","6","5.6","5.4","4.3","4.15","2.224","4.2","3.2","2.96","3.1","3.1","3","3","3","3.2","1.069","2.6","2.401","2.5","2.75","2.75","2.75","2.75","2.75","2.75","2.75","2.75","2.3","2.3","2.3","2.3","2.3","2.3","2.3","2.3","2.3","2.3","2.3","2.3","2.3","2.3","2.3"
"INTL.3-6-TUR-TCF.A","        Turkey","0.5","0.49","0.55","0.545","1.01","0.6","0.49","0.46","1.03","1.037","0.705","1.15","0.705","0.608","0.371","0.371","0.4","0.312","0.309","0.331","0.314","0.31","0.31","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.215","0.218","0.218","0.218","0.241","0.218","0.177","0.131","0.18","0.17","0.134","0.134"
"INTL.3-6-TKM-TCF.A","        Turkmenistan","--","--","--","--","--","--","--","--","--","--","--","--","NA","NA","NA","NA","NA","101","101","101","101","101","101","71","71","71","71","100","100","94","265","265","265","265","265","265","265","265","265","265","350","400"
"INTL.3-6-TCA-TCF.A","        Turks and Caicos Islands","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.3-6-TUV-TCF.A","        Tuvalu","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA",""
"INTL.3-6-USIQ-TCF.A","        U.S. Pacific Islands","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"none","        U.S. Territories","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.3-6-VIR-TCF.A","        U.S. Virgin Islands","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.3-6-UGA-TCF.A","        Uganda","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5"
"INTL.3-6-UKR-TCF.A","        Ukraine","--","--","--","--","--","--","--","--","--","--","--","--","NA","NA","NA","NA","NA","39.6","39.6","39.6","39.6","39.6","39.6","39.6","39.6","39.6","39.6","39","39","39","39","39","39","39","39","39","39","39","39","39","39","39"
"INTL.3-6-ARE-TCF.A","        United Arab Emirates","20.5","20.775","23.25","28.58","31.22","31.97","32.8","104.6","203.5","201.515","200.8","200.4","199.3","204.6","204.6","204.6","204.6","204.9","204.9","212","212","212.1","212.1","212.1","212.1","212.1","214.4","214.4","214.4","214.4","214.4","227.9","215.035","215.025","215.035","215.098","215.098","215.098","215.098","215.098","215.098","215.098"
"INTL.3-6-GBR-TCF.A","        United Kingdom","25","24.8","26","25.4","25.1","27.8","33","33.4","22","22.74","20.836","19.775","19.247","19.07","21.542","22.248","23.308","24.72","26.839","27.016","26.663","26.839","25.956","24.6","22.2","20.8","18.75","17","14.55","12.11","10.312","9.04","8.934","8.687","8.616","8.502","7.254","7.319","6.38","6.38","6.38","6.38"
"INTL.3-6-USA-TCF.A","        United States","200.997","199.021","201.73","201.512","200.247","197.463","193.369","191.586","187.211","168.024","167.116","169.346","167.062","165.015","162.415","163.837","165.146","166.474","167.223","164.041","167.406","177.427","183.46","186.946","189.044","192.513","204.385","211.085","237.726","244.656","272.509","304.625","334.067","308.036","338.264","368.704","307.73","322.234","438.46","474.821","465.405","NA"
"INTL.3-6-URY-TCF.A","        Uruguay","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.3-6-UZB-TCF.A","        Uzbekistan","--","--","--","--","--","--","--","--","--","--","--","--","NA","NA","NA","NA","NA","66.2","66.2","66.2","66.2","66.2","66.2","66.2","66.2","66.2","66.2","65","65","65","65","65","65","65","65","65","65","65","65","65","65","65"
"INTL.3-6-VUT-TCF.A","        Vanuatu","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.3-6-VEN-TCF.A","        Venezuela","42.8","42","47","54.079","54.546","55.367","59.067","59","95","102.243","100.846","105.688","110","126.492","128.9","130.4","139.9","141.6","143.078","142.5","142.5","146.8","147.585","148","148","151","151.395","152.38","166.26","170.92","175.97","178.86","195.1","195.1","196.411","197.087","198.359","201.343","202.692","201.537","200.372","200.372"
"INTL.3-6-VNM-TCF.A","        Vietnam","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0.1","0.1","0.5","3.7","3.7","4","5","6","6.8","6.8","6.8","6.8","6.8","6.8","6.8","6.8","6.8","6.8","6.8","6.8","6.8","24.7","24.7","24.7","24.7","24.7","24.7","24.7","24.7","24.7","24.7"
"INTL.3-6-WAK-TCF.A","        Wake Island","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.3-6-ESH-TCF.A","        Western Sahara","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.3-6-YEM-TCF.A","        Yemen","0","0","0","0","0","0","0","0.6","1.6","3.7","5.5","7","7","13.9","15","15","15","16.9","16.9","16.9","16.9","16.9","16.9","16.9","16.9","16.9","16.9","16.9","16.9","16.9","16.9","16.9","16.9","16.9","16.9","16.9","16.9","16.9","16.9","16.9","16.9","16.9"
"INTL.3-6-ZMB-TCF.A","        Zambia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.3-6-ZWE-TCF.A","        Zimbabwe","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
