Report generated on: 03-01-2022 10:34:09
"API","","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
"INTL.63-2-MTQ-TBPD.A","            Jet fuel (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","2.2","2.2","0.4","0.6","1","0.4","0.4","0.4","0.4","0.4","0.4","3.00083333333333","2.76355068493151","2.79179452054795","2.66578356164384","2.5415","2.37248219178082","2.15087671232877","1.99227671232877","1.99333333333333","1.95534246575342","1.9118904109589","1.89016438356164","1.84166666666667","1.84671232876712","1.84671232876712","1.86192","2.004166","2.009657534246575","2.009657534246575","2.009657534246575",""
"INTL.64-2-MTQ-TBPD.A","            Kerosene (Mb/d)","","","","","","","","1.08","1.08","1.08","1.056","0.936","1.152","1.2","1.3","1.4","0","0","0.3","0.3","0.5","1.6","1.6","1.6","1.6","1.6","1.6","0.038016393442623","0.0381205479452055","0.0296493150684931","0.0275315068493151","0.0274562841530055","0.0275315068493151","0.0360027397260274","0.0296493150684931","0.0316803278688525","0.0317671232876712","0.0317671232876712","0.0317671232876712","0.0316803278688525","0.0317671232876712","0.0317671232876712","0.008471","0.01056","0.01086301369863014","0.01086301369863014","0.01086301369863014",""
"INTL.65-2-MTQ-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","","0.18","0.18","0.18","0.176","0.156","0.192","0.2","0.4","1.4","1.3","1.8","3.2","3.7","3.8","3.5","3.5","3.5","3.6","3.5","3.5","2.6368027614918","2.85244263339178","3.09579829849863","3.13254785801096","3.19909157890164","3.33959783914521","3.55268502053699","3.65373678417534","3.81485981459563","3.82121295748493","3.60863559776438","3.65739472843288","3.74009206727869","3.79290344280548","3.96554808345205","3.861775","3.837327","3.844659178082192","3.844659178082192","3.844659178082192",""
"INTL.66-2-MTQ-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","","1.44","1.44","1.44","1.408","1.248","1.536","1.6","1.6","1.7","2.8","2.9","2","2.3","4.2","4","4","4","4","4","4","5.20001504534426","5.35474805043288","5.65588222145753","5.60583534105205","5.78982650259016","5.69073113700822","5.78672379379726","6.42459071447671","6.319851042","6.42895930359452","6.75431945792877","7.15678215876164","7.26086578465574","7.31298086899726","7.63392304208219","6.284877","6.292586","6.099830136986301","6.099830136986301","6.099830136986301",""
"INTL.67-2-MTQ-TBPD.A","            Liquefied Petroleum Gases (Mb/d)","","","","","","","","0.18","0.18","0.18","0.176","0.156","0.192","0.2","0.2","0.2","0.4","0.5","0.3","0.3","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.493537363229508","0.444319255660274","0.460389733326027","0.435419663610959","0.444750997666667","0.477118134290411","0.409975088964384","0.411643681008219","0.411115969928962","0.404411798284932","0.334015321336986","0.381146715468493","0.391052995540984","0.410084373610959","0.401183159506849","0.388008","0.364506","0.3432328767123288","0.3432328767123288","0.3432328767123288",""
"INTL.68-2-MTQ-TBPD.A","            Other petroleum liquids (Mb/d)","","","","","","","","0.18","0.18","0.18","0.176","0.156","0.192","0.2","0.6","0.6","0.3","0.4","0.7","0.7","0.8","0.4","0.4","0.4","0.5","0.5","0.5","0.498197128295082","0.494693177227397","0.51167492589589","0.506968465545205","0.495906482590164","0.486214088460274","0.480182834235616","0.504838312942466","0.499407677300546","0.500580588306849","0.504578249819178","0.51659923459726","0.521701460721312","0.524652588010959","0.544408651945205","0.486284","0.481761","0.08217808219178083","0.08217808219178083","0",""
"","Mauritania","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.5-2-MRT-TBPD.A","    Consumption (Mb/d)","","","","","","","","4.2","3.999999999","3.999999999","3.999999999","6.000000001","6.000000001","3.42611","4.72117","6.2","7.15309","6.3","6.6","22","22.5","22.5","22.8","23","23.1","23.2","23.2","8.030744398907109","8.37082375342466","9.061122219178088","9.36110945205479","10.0932274863388","10.424369863013697","10.132357972602742","11.5248226849315","14.165155737704913","13.956463013698635","13.585649315068492","14.774638356164386","16.292038251366122","14.578150684931506","17.43262739726023","17.293887","16.105644","24.690602739726","26.135325479452","27.473995616437",""
"INTL.54-2-MRT-TBPD.A","        Refined petroleum products (Mb/d)","","","","","","","","4.2","3.999999999","3.999999999","3.999999999","6.000000001","6.000000001","3.42611","4.72117","6.2","7.15309","6.3","6.6","22","22.5","22.5","22.8","23","23.1","23.2","23.2","8.030744398907109","8.37082375342466","9.061122219178088","9.36110945205479","10.0932274863388","10.424369863013697","10.132357972602742","11.5248226849315","14.165155737704913","13.956463013698635","13.585649315068492","14.774638356164386","16.292038251366122","14.578150684931506","17.43262739726023","17.293887","16.105644","24.690602739726","26.135325479452","27.473995616437",""
"INTL.62-2-MRT-TBPD.A","            Motor gasoline (Mb/d)","","","","","","","","0.858116056","0.817253386","0.817253386","0.817253386","1.22588008","1.22588008","0.7","0.7","0.9","1.5","0.8","0.8","6.1","6.1","6.2","6.2","6.2","6.3","6.3","6.3","0.605956284153005","0.537506849315069","0.630986301369863","0.630986301369863","0.652568306010929","0.584246575342466","0.490767123287671","0.537506849315069","0.466120218579235","0.558539726027397","0.584246575342466","0.661367123287671","0.671213114754098","0.609953424657534","0.726802739726027","0.747835","0.696849","0.841315068493","0.950218630137","1.196303287671",""
"INTL.63-2-MRT-TBPD.A","            Jet fuel (Mb/d)","","","","","","","","0.367764024","0.350251451","0.350251451","0.350251451","0.525377177","0.525377177","0.3","0.3","0.4","0.4","0","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.446918333333333","0.441320794520548","0.436541068493151","0.498503698630137","0.521733333333333","0.538805479452055","0.360652054794521","0.360652054794521","0.333666666666667","0.447556164383562","0.382378082191781","0.364997260273973","0.494","0.44321095890411","0.447556164383562","0.499698","0.463666","0.443210958904","0.486663013699","0.44082109589",""
"INTL.64-2-MRT-TBPD.A","            Kerosene (Mb/d)","","","","","","","","0.032007729","0.030483551","0.030483551","0.030483551","0.045725327","0.045725327","0.02611","0.02117","0","0.05309","0.4","0.4","1.3","1.4","1.4","1.5","1.5","1.5","1.5","1.5","0.00760327868852459","0.00402383561643836","0.00148246575342466","0.0169424657534247","0.0274562841530055","0.0190602739726027","0.00211780821917808","0","1.79521857923497","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.65-2-MRT-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","","2.696936175","2.568510643","2.568510643","2.568510643","3.852765965","3.852765965","2.2","2.4","2","4.4","3.4","3.4","3.8","3.7","3.8","3.7","3.8","3.8","3.8","3.8","4.66044136612022","5.28368295890411","5.72819676712329","5.9372402739726","6.49511218579235","6.34815342465753","6.21552893150685","7.52781446575342","8.01032786885246","8.77418630136986","8.7496602739726","8.71695890410959","9.72653551912568","8.97652602739726","10.4194739726027","10.362246","9.661311","14.950657534247","15.876515068493","16.771715068493",""
"INTL.66-2-MRT-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0.4","0.6","0.3","1.1","1.2","6.2","6.8","6.5","6.8","6.9","6.9","7","7","1.58675409836066","1.4925698630137","1.40316164383562","1.39586301369863","1.3702131147541","1.82830684931507","1.96150684931507","2.01807123287671","2.37467213114754","2.51072876712329","2.91580273972603","3.36649315068493","3.76854098360656","2.64210410958904","3.996","3.83178","3.553819","6.017720547945","5.718476712329","5.523238356164",""
"INTL.67-2-MRT-TBPD.A","            Liquefied Petroleum Gases (Mb/d)","","","","","","","","0.122588008","0.116750484","0.116750484","0.116750484","0.175125726","0.175125726","0.1","0.2","0.5","0.3","0.3","0.3","1.4","1.3","1.4","1.4","1.4","1.4","1.4","1.4","0.565420765027322","0.481034520547945","0.658562191780822","0.717738082191781","0.843630601092896","0.937852054794521","0.958223561643836","0.937216438356164","1.03005464480874","1.49052054794521","0.778630136986301","1.49687671232877","1.46426229508197","1.73841095890411","1.67484931506849","1.684383","1.562513","2.021260273973","1.941808219178","2.161095890411",""
"INTL.68-2-MRT-TBPD.A","            Other petroleum liquids (Mb/d)","","","","","","","","0.122588008","0.116750484","0.116750484","0.116750484","0.175125726","0.175125726","0.1","0.7","1.8","0.2","0.3","0.2","2.9","2.9","2.9","2.9","2.9","2.9","2.9","2.9","0.157650273224044","0.130684931506849","0.202191780821918","0.163835616438356","0.182513661202186","0.167945205479452","0.143561643835616","0.143561643835616","0.155095628415301","0.174931506849315","0.174931506849315","0.167945205479452","0.167486338797814","0.167945205479452","0.167945205479452","0.167945","0.167486","0.416438356164","1.161643835616","1.380821917808",""
"","Mauritius","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.5-2-MUS-TBPD.A","    Consumption (Mb/d)","","","","","","","","5.999999999","5.4","5.200000001","5.700000001","5.700000001","5.800000001","7.2","6.2","9.1","10.19589","11.9","12.1","14.4","14.6","14.7","15.5","16","16.2","16.3","16.3","20.608989071038256","20.51350684931507","19.99427397260273","20.378246575342477","21.38745901639345","22.681232876712322","22.724712328767136","22.717260273972602","22.3222131147541","22.115342465753436","23.508493150684924","25.050630136986307","24.866939890710373","24.961780821917806","25.724602739726027","26.22183508219178","28.254344","31.652136986302274","34.30668493150647","36.676082191782","29.342821917808"
"INTL.54-2-MUS-TBPD.A","        Refined petroleum products (Mb/d)","","","","","","","","5.999999999","5.4","5.200000001","5.700000001","5.700000001","5.800000001","7.2","6.2","9.1","10.19589","11.9","12.1","14.4","14.6","14.7","15.5","16","16.2","16.3","16.3","20.608989071038256","20.51350684931507","19.99427397260273","20.378246575342477","21.38745901639345","22.681232876712322","22.724712328767136","22.717260273972602","22.3222131147541","22.115342465753436","23.508493150684924","25.050630136986307","24.866939890710373","24.961780821917806","25.724602739726027","26.22183508219178","28.254344","31.652136986302274","34.30668493150647","36.676082191782","29.342821917808"
"INTL.62-2-MUS-TBPD.A","            Motor gasoline (Mb/d)","","","","","","","","0.583333333","0.525","0.505555556","0.554166667","0.554166667","0.563888889","0.7","1","1","1.2","1.3","1.5","1.5","1.8","1.8","2","2.1","2.1","2.1","2.1","2.14415300546448","2.05654794520548","2.05654794520548","2.07991780821918","2.09754098360656","2.17339726027397","2.07991780821918","2.31361643835616","2.3772131147541","2.61742465753425","2.71090410958904","2.75764383561644","2.88994535519126","3.08482191780822","3.22504109589041","3","4","4.066356164384","4.136465753425","4.510383561644","3.972876712329"
"INTL.63-2-MUS-TBPD.A","            Jet fuel (Mb/d)","","","","","","","","1.333333333","1.2","1.155555556","1.266666667","1.266666667","1.288888889","1.6","1.8","2","2.6","3.5","3.1","3.5","3.6","3.6","2.8","2.5","2.6","2.6","2.6","4.24666666666667","4.34520547945205","4.38865753424657","4.62764383561644","4.875","5.0838904109589","5.23597260273973","5.54013698630137","5.56833333333333","4.60591780821918","5.0838904109589","5.36632876712329","5.43833333333333","5.04043835616438","5.19252054794521","6","6","6.691616438356","6.778520547945","6.387452054795","2.411589041096"
"INTL.64-2-MUS-TBPD.A","            Kerosene (Mb/d)","","","","","","","","0.333333333","0.3","0.288888889","0.316666667","0.316666667","0.322222222","0.4","0.5","0.3","0.4","0.4","0.6","0.8","0.8","0.8","0.8","1.7","1.7","1.7","1.7","0.485765027322404","0.275315068493151","0.275315068493151","0.381205479452055","0.549125683060109","0.592986301369863","0.127068493150685","0.0423561643835616","0.0844808743169399","0.127068493150685","0.169424657534247","0.105890410958904","0.0633606557377049","0.0211780821917808","0.0211780821917808","0.0211780821917808","0.02112","0.021726027397","0.021726027397","0.086904109589","0"
"INTL.65-2-MUS-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","","2.5","2.25","2.166666667","2.375","2.375","2.416666667","3","1.4","3.3","3.3","3.2","3.1","3.3","3.7","3.7","4.6","4.5","4.6","4.6","4.6","7.09311475409836","7.05123287671233","6.82641095890411","6.25413698630137","6.4816393442623","7.07167123287671","7.15342465753425","6.60158904109589","6.5224043715847","6.41764383561644","6.68334246575342","6.35632876712329","6.46125683060109","6.49939726027397","6.64246575342466","7","7","6.969479452055","7.357808219178","7.398684931507","6.233698630137"
"INTL.66-2-MUS-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","","1.166666667","1.05","1.011111111","1.108333333","1.108333333","1.127777778","1.4","1.3","1.7","2","2.5","2.6","3.1","3.3","3.3","3.8","3.5","3.5","3.6","3.6","5.14967213114754","5.29150684931507","4.89008219178082","5.3827397260274","5.64098360655738","5.82065753424658","6.09435616438356","6.18558904109589","5.80475409836066","6.31331506849315","6.64175342465754","8.08323287671233","7.60622950819672","7.57232876712329","7.9372602739726","8","9","11.349369863014","13.24701369863","15.272383561644","13.958630136986"
"INTL.67-2-MUS-TBPD.A","            Liquefied Petroleum Gases (Mb/d)","","","","","","","","0.083333333","0.075","0.072222222","0.079166667","0.079166667","0.080555556","0.1","0.1","0.6","0.6","0.7","0.8","0.9","0.9","1","1.1","1.2","1.2","1.2","1.2","1.4896174863388","1.49369863013699","1.5572602739726","1.65260273972603","1.7431693989071","1.9386301369863","2.03397260273973","2.03397260273973","1.96502732240437","2.03397260273973","2.06575342465753","2.09753424657534","2.09180327868852","2.16109589041096","2.25643835616438","2","2","2.383561643836","2.478904109589","2.669589041096","2.415342465753"
"INTL.68-2-MUS-TBPD.A","            Other petroleum liquids (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0.1","0.2","0.09589","0.3","0.4","1.3","0.5","0.5","0.4","0.5","0.5","0.5","0.5","0","0","0","0","0","0","0","0","0","0","0.153424657534247","0.283671232876712","0.316010928961749","0.582520547945205","0.449698630136986","0.200657","0.233224","0.170027397260274","0.2862465753424658","0.350684931507","0.350684931507"
"","Mexico","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.5-2-MEX-TBPD.A","    Consumption (Mb/d)","","","","","","","","1270","1399","1476","1350","1394.937157","1476.191782","1523.471232","1576.416439","1598.06011","1714.958904","1591.315069","1712.901369","1712.590163","1811.30137","1978.454794","1827.328768","1824.229507","1863.147945","1983.660274","1976.350687","2062.4153","2036.772603","1952.832877","1951.830137","2020.286885","2068.613699","2075.780822","2135.471234","2125.770492","2058.312327","2094.284933","2120.271234","2102.051912","2090.386301","2039.690411","2006.328767","2052.614755","2019.950685","1932.739726","1928.823745","1391.23224"
"INTL.54-2-MEX-TBPD.A","        Refined petroleum products (Mb/d)","","","","","","","","1270","1399","1476","1350","1394.937157","1476.191782","1523.471232","1576.416439","1598.06011","1714.958904","1591.315069","1712.901369","1712.590163","1811.30137","1978.454794","1827.328768","1824.229507","1863.147945","1983.660274","1976.350687","2062.4153","2036.772603","1952.832877","1951.830137","2020.286885","2068.613699","2075.780822","2135.471234","2125.770492","2058.312327","2094.284933","2120.271234","2102.051912","2090.386301","2039.690411","2006.328767","2052.614755","2019.950685","1932.739726","1928.823745","1391.23224"
"INTL.62-2-MEX-TBPD.A","            Motor gasoline (Mb/d)","","","","","","","","329","350","361","331","331.412568","345.331507","355.739726","368.983562","374.464481","419","428.441096","461.838356","463.52459","475","500.290411","463.312329","465.344262","483.136986","494.964384","494.432877","512.726776","532.561644","546.747945","580.827397","613.543716","649.471233","694.747945","735.383562","763.964481","765.964384","775.364384","772.953425","774.76776","761.09863","750.868493","766.865753","793.510929","770.991781","755.567123","752.534247","546.781421"
"INTL.63-2-MEX-TBPD.A","            Jet fuel (Mb/d)","","","","","","","","25","30","32","25","29.628415","31.00274","29.706849","30.673973","27.494536","32.706849","34.912329","36.356164","40.39071","43.043836","47.090411","44.232877","44.07377","46.4","51.580822","54.424658","54.467213","54.378082","52.391781","53.350685","56.661202","57.70411","60.191781","66.794521","63.726776","53.926027","54.772603","55.287671","58.39071","61.290411","65.49863","69.687671","74.882514","80.419178","84.358904","84.134247","18.901639"
"INTL.64-2-MEX-TBPD.A","            Kerosene (Mb/d)","","","","","","","","44","42","45","38","35.606557","31.758904","29.786301","31.49589","29.245902","25.578082","16.832877","10.421918","12.098361","12.610959","10.465753","7.690411","7.240437","3.643836","2.476712","1.052055","1.393443","1.813699","1.621918","0.657534","0.765027","0.789041","0.986301","0.920548","0.42623","0.427397","0.591781","0.624658","0.590164","0.657534","0.953425","1.216438","0.918033","0.920548","0.920548","0.933333","0"
"INTL.65-2-MEX-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","","245","264","227","200","230.407104","241.764384","232.019178","232.578082","213.185792","227.180822","229.652055","255.008219","264.379781","252.912329","288.791781","266.339726","283.565574","305.805479","330.265753","317.424658","329.456284","317.80274","304.112329","330.032877","339.898907","357.873973","381.142466","396.4","418.674863","399.386301","409.071233","423.769863","433.808743","427.164384","428.89863","418.931507","432.953552","415.290411","402.112329","392.068493","238.327869"
"INTL.66-2-MEX-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","","295","301","293","341","383.989071","406.80274","426.487671","464.038356","470.980874","501.90137","400.210959","432.715068","421.286885","429.145205","483.657534","428.290411","453.800546","497.416438","528.364384","510.712329","529.653005","507.619178","447.89589","380.852055","370.445355","381.112329","300.641096","298.268493","265.10929","246.005479","223.969863","242.561644","244.896175","226.89863","164.660274","144.641096","158.032787","161.427397","137.794521","163.821918","76.827869"
"INTL.67-2-MEX-TBPD.A","            Liquefied Petroleum Gases (Mb/d)","","","","","","","","2","1","2","2","186.20765","196.427397","204.59726","207.791781","211.874317","227.682192","215.386301","227.380822","247.120219","301.476712","317.109589","311.320548","296.748634","284.210959","312.408219","323.243836","361.112022","357.219178","362.460274","348.830137","353.702186","336.336986","326.610959","321.150685","308.221311","297.276712","303.852055","301.060274","299.502732","305.956164","308.536986","302.591781","290.45082","302.742466","301.578082","274.90137","263.128415"
"INTL.68-2-MEX-TBPD.A","            Other petroleum liquids (Mb/d)","","","","","","","","330","411","516","413","197.685792","223.10411","245.134247","240.854795","270.814208","280.909589","265.879452","289.180822","263.789617","297.112329","331.049315","306.142466","273.456284","242.534247","263.6","275.060274","273.606557","265.378082","237.60274","257.279452","285.270492","285.326027","311.460274","316.553425","305.647541","295.326027","326.663014","324.013699","290.095628","307.320548","320.273973","302.394521","301.86612","288.158904","250.408219","260.430137","247.265027"
"","Micronesia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.5-2-FSM-TBPD.A","    Consumption (Mb/d)","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.8717260273970001","0.987739726027","0.921852054794","0.993030136986","0.958093150684","0.823603561643","0.844894246575","0.941036986301","0.820534520548","1.133930410959","0.78904520548","0.915465753425","1.020463013698","1.075134246575","1.126300000001","1.182358739918","1.2484409316988219","1.261356986301904","1.271856712369","1.203534520548",""
"INTL.54-2-FSM-TBPD.A","        Refined petroleum products (Mb/d)","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.8717260273970001","0.987739726027","0.921852054794","0.993030136986","0.958093150684","0.823603561643","0.844894246575","0.941036986301","0.820534520548","1.133930410959","0.78904520548","0.915465753425","1.020463013698","1.075134246575","1.126300000001","1.182358739918","1.2484409316988219","1.261356986301904","1.271856712369","1.203534520548",""
"INTL.62-2-FSM-TBPD.A","            Motor gasoline (Mb/d)","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.252394520548","0.261742465753","0.271090410959","0.280438356164","0.292123287671","0.302639726027","0.297264657534","0.321335616438","0.29002","0.411309589041","0.251226027397","0.327178082192","0.373917808219","0.397287671233","0.417152054795","0.417914356356","0.417914356356","0.420657534247","0.425331506849","0.430005479452",""
"INTL.63-2-FSM-TBPD.A","            Jet fuel (Mb/d)","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.104284931507","0.110802739726","0.117320547945","0.126010958904","0.132528767123","0.141219178082","0.073868493151","0.07604109589","0.07821369863","0.102112328767","0.073868493151","0.097767123288","0.115147945205","0.126010958904","0.136873972603","0.159469041096","0.159469041096","0.160989863014","0.162727945205","0.164466027397",""
"INTL.64-2-FSM-TBPD.A","            Kerosene (Mb/d)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA","0",""
"INTL.65-2-FSM-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.515046575342","0.615194520548","0.53344109589","0.586580821918","0.53344109589","0.379744657534","0.47376109589","0.543660273973","0.452300821918","0.620508493151","0.463950684932","0.490520547945","0.531397260274","0.551835616438","0.572273972603","0.604975342466","0.604975342466","0.607019178082","0.611106849315","0.609063013699",""
"INTL.66-2-FSM-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA","0",""
"INTL.67-2-FSM-TBPD.A","            Liquefied Petroleum Gases (Mb/d)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA","0",""
"INTL.68-2-FSM-TBPD.A","            Other petroleum liquids (Mb/d)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0660821917808219","0.0726904109589041","0.072690411","0",""
"","Moldova","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.5-2-MDA-TBPD.A","    Consumption (Mb/d)","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","56.12112","40.6","22.36353","22.02117","19.6","18.4","15.4","8.6","9.556693989071047","10.555342465753421","11.974438356164377","13.100794520547947","14.234398907103824","14.42234958904109","14.048418630136995","14.596403287671237","15.55092459016394","15.192751780821917","16.72408328767124","17.429993424657535","16.550201643835614","16.364886575342464","17.422794520547946","17.754878","19.002597","19.943753424657533","21.253068493150682","21.996301369863012",""
"INTL.54-2-MDA-TBPD.A","        Refined petroleum products (Mb/d)","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","56.12112","40.6","22.36353","22.02117","19.6","18.4","15.4","8.6","9.556693989071047","10.555342465753421","11.974438356164377","13.100794520547947","14.234398907103824","14.42234958904109","14.048418630136995","14.596403287671237","15.55092459016394","15.192751780821917","16.72408328767124","17.429993424657535","16.550201643835614","16.364886575342464","17.422794520547946","17.754878","19.002597","19.943753424657533","21.253068493150682","21.996301369863012",""
"INTL.62-2-MDA-TBPD.A","            Motor gasoline (Mb/d)","","","","","","","","","","","","","","--","--","--","--","--","--","9.4","5.2","5","6","5.1","5.8","4.9","2.7","2.75010928961749","3.01471232876712","3.83265753424657","4.53375342465753","4.94087431693989","5.00115068493151","4.65060273972603","4.79082191780822","4.89426229508197","4.86093150684931","4.65060273972603","4.86093150684931","3.94950684931507","3.78591780821918","3.71580821917808","3.809287","3.892103","3.762547945205479","3.972876712328767","4.113095890410959",""
"INTL.63-2-MDA-TBPD.A","            Jet fuel (Mb/d)","","","","","","","","","","","","","","--","--","--","--","--","--","0.7","0.5","0.2","0.2","0.4","0.5","0.5","0.3","0.455","0.369342465753425","0","0.282438356164384","0.303333333333333","0.325890410958904","0.369342465753425","0.456246575342466","0.39","0.304164383561644","0.282438356164384","0.412794520547945","0.477972602739726","0.456246575342466","0.543150684931507","0.521424","0.693333","1.021123287671233","1.173205479452055","1.064575342465753",""
"INTL.64-2-MDA-TBPD.A","            Kerosene (Mb/d)","","","","","","","","","","","","","","--","--","--","--","--","--","0.02112","0.6","0.06353","0.02117","0.2","0.1","0.2","0.1","0.25344262295082","0","0.402383561643836","0","0.021120218579235","0.0211780821917808","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.65-2-MDA-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","","","","","","","","--","--","--","--","--","--","12","11","7.6","7.8","6.6","6.4","5.1","3.6","3.91344262295082","4.63950684931507","5.39572602739726","5.94756164383562","6.66508196721311","6.76511476164383","6.84686044931507","7.19433187945206","7.52118932240437","6.92868156712329","8.56375055342466","9.11557887123288","8.23672566575342","8.23672566575342","9.50384410958904","10.178345","10.965852","11.71117808219178","12.01775342465753","12.56958904109589",""
"INTL.66-2-MDA-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","","","","","","","","--","--","--","--","--","--","22","23","8.9","7.1","6.3","4.4","3.6","1.3","0.909836065573771","0.821095890410959","0.620383561643836","0.492657534246575","0.382131147540984","0.347930432876712","0.329173216438356","0.220972536986301","0.312101836065574","0.680325895890411","0.479646115068493","0.296698652054795","0.332935035616438","0.332935035616438","0.292505753424658","0.167159","0.258704","0.3284383561643836","0.1824657534246575","0.09123287671232877",""
"INTL.67-2-MDA-TBPD.A","            Liquefied Petroleum Gases (Mb/d)","","","","","","","","","","","","","","--","--","--","--","--","--","0","0","0","0.6","0.7","0.9","0.9","0.5","1.14098360655738","1.5572602739726","1.58904109589041","1.65260273972603","1.71147540983607","1.68451566027397","1.62089985753425","1.71637795068493","1.7751558579235","2.00274357260274","2.12987031232877","2.16160004383562","2.38403856438356","2.38403856438356","2.47896356164384","2.352092","2.47255","2.288219178082191","2.256438356164384","2.097534246575342",""
"INTL.68-2-MDA-TBPD.A","            Other petroleum liquids (Mb/d)","","","","","","","","","","","","","","--","--","--","--","--","--","12","0.3","0.6","0.3","0.3","0.3","0.2","0.1","0.133879781420765","0.153424657534247","0.134246575342466","0.191780821917808","0.210382513661202","0.276569556164384","0.231539901369863","0.21765242739726","0.658215278688525","0.415904854794521","0.617775210958904","0.582389830136986","1.1690229260274","1.1690229260274","0.888522191780822","0.726571","0.720055","0.8322465753424657","1.650328767123288","2.06027397260274",""
"","Mongolia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.5-2-MNG-TBPD.A","    Consumption (Mb/d)","","","","","","","","12","12","13.999999999","13.999999999","15","16","16.6","16.8","17.3","16.7","15.7","14.7","13.3","12.7","13.1","11.4","11.8","7.91917","8.42172","8.72172602739726","9.45677595628415","9.615095890410956","10.359753424657528","11.244958904109598","12.288060109289612","12.040493150684926","13.881561643835616","17.06687671232876","18.15510928961749","16.525479452054796","17.355534246575345","21.585589041095922","24.599041095890385","25.62106849315071","24.381369863013674","24.073917","21.073715","26.852246575342466","28.48693150685","35.79402739726",""
"INTL.54-2-MNG-TBPD.A","        Refined petroleum products (Mb/d)","","","","","","","","12","12","13.999999999","13.999999999","15","16","16.6","16.8","17.3","16.7","15.7","14.7","13.3","12.7","13.1","11.4","11.8","7.91917","8.42172","8.72172602739726","9.45677595628415","9.615095890410956","10.359753424657528","11.244958904109598","12.288060109289612","12.040493150684926","13.881561643835616","17.06687671232876","18.15510928961749","16.525479452054796","17.355534246575345","21.585589041095922","24.599041095890385","25.62106849315071","24.381369863013674","24.073917","21.073715","26.852246575342466","28.48693150685","35.79402739726",""
"INTL.62-2-MNG-TBPD.A","            Motor gasoline (Mb/d)","","","","","","","","4.409638554","4.409638554","5.144578313","5.144578313","5.512048193","5.879518072","6.1","6.1","6.3","7.9","7.2","6.8","6.1","5.8","6","4.3","4.4","4.2","4.8","5","5.45360655737705","5.23484931506849","5.70224657534246","6.05279452054795","6.29262295081967","5.95931506849315","6.54356164383562","8.08597260273972","8.55330601092896","7.54846575342466","6.66041095890411","7.59520547945205","9.09087671232877","8.88054794520548","9.72186301369863","10","9","9.605013698630136","10.189260273973","12.666465753425",""
