Report generated on: 03-01-2022 10:34:09
"API","","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
"INTL.54-2-COD-TBPD.A","        Refined petroleum products (Mb/d)","","","","","","","","19.000000001","20.000000001","20.999999999","20.999999999","20.000000001","19.000000001","20.54124","18.52399","23.0436","21.84097","20.52178","21.5","24.3","25.2","20.1","20.47447","21.37734","21","19.9","20.533724712328766","7.971775956284153","7.0719178082191805","7.994931506849321","9.379013698630132","10.300573770491804","12.816465753424659","14.437178082191776","14.596547945205486","12.362240437158476","10.673835616438357","15.359863013698625","18.676082191780818","18.322595628415304","26.783260273972594","36.39178082191777","21.144189","15.943903","17.424794520600003","17.4102739726","17.88098630137",""
"INTL.62-2-COD-TBPD.A","            Motor gasoline (Mb/d)","","","","","","","","3.79237086","3.991969326","4.191567792","4.191567792","3.991969326","3.79237086","4.1","3","3.8","4.4","4.1","4.9","5","5.1","5.3","4.5","4.6","5.5","5.2","3.6","2.65688524590164","2.24350684931507","2.24350684931507","2.71090410958904","2.9831693989071","3.62232876712329","3.87939726027397","4.34679452054795","4.47475409836066","4.62723287671233","5.25821917808219","5.86583561643836","5.57013661202186","8.78706849315068","11.9887397260274","7.081068","5.570136","6.0060547945","6.1696438356","7.314767123288",""
"INTL.63-2-COD-TBPD.A","            Jet fuel (Mb/d)","","","","","","","","2.219924406","2.336762532","2.453600659","2.453600659","2.336762532","2.219924406","2.4","3.9","4.9","4.9","4.5","3.7","2.9","2.9","3","2.9","2.9","3.2","3","2.8","1.60333333333333","1.6946301369863","2.21605479452055","2.43331506849315","2.75166666666667","3.45443835616438","4.4321095890411","3.67169863013699","0.325","0.325890410958904","3.30235616438356","3.15027397260274","3.01166666666667","3.2806301369863","4.91008219178082","2.650575","2.491666","2.5419452055","2.9112876712","2.628849315068",""
"INTL.64-2-COD-TBPD.A","            Kerosene (Mb/d)","","","","","","","","1.757440155","1.849937005","1.942433855","1.942433855","1.849937005","1.757440155","1.9","0.5","0.7","0.6","0.5","1.1","1.9","2","2.1","1.1","1.1","2.4","2.3","0.5","0.105601092896175","0.0211780821917808","0.0211780821917808","0.0847123287671233","0.0844808743169399","0.232958904109589","0.190602739726027","0.105890410958904","0.021120218579235","0.25413698630137","0.0847123287671233","0.190602739726027","0.190081967213115","0.211780821917808","0.0635342465753425","0.042356","0.02112","0.0211780822","0.0211780822","0",""
"INTL.65-2-COD-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","","6.567276367","6.912922492","7.258568616","7.258568616","6.912922492","6.567276367","7.1","9.7","12","10","9.8","6.2","6.8","6.8","6.9","5.9","6","6.9","6.5","6.9","2.7720218579235","2.22778082191781","2.51391780821918","2.94312328767123","3.15928961748634","4.00591780821918","4.33293150684931","4.82345205479452","5.84978142076503","4.5986301369863","5.86580821917808","8.58410958904109","8.70333333333333","13.6732602739726","18.598904109589","10.995835","7.378469","8.5636712329","8.0527123288","7.827890410959",""
"INTL.66-2-COD-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","","4.254855111","4.478794854","4.702734596","4.702734596","4.478794854","4.254855111","4.6","0.9","1.1","1.1","1","4","5.5","6.2","0.5","0.5","0.5","0.5","0.5","4.1","0.254754098360656","0.328438356164384","0.401424657534247","0.565643835616438","0.655081967213115","0.766356164383562","0.821095890410959","0.821095890410959","0.800655737704918","0.766356164383562","0.766356164383562","0.802849315068493","0.746065573770492","0.748109589041096","0.748109589041096","0.291945","0.400327","0.2919452055","0.2554520548","0.109479452055",""
"INTL.67-2-COD-TBPD.A","            Liquefied Petroleum Gases (Mb/d)","","","","","","","","0.038145701","0.04015337","0.042161038","0.042161038","0.04015337","0.038145701","0.04124","0.02399","0.0436","0.04097","0.02178","0.4","0.4","0.4","0.4","0.07447","0.07734","0.4","0.4","0.0337247123287671","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.68-2-COD-TBPD.A","            Other petroleum liquids (Mb/d)","","","","","","","","0.369987401","0.389460422","0.408933443","0.408933443","0.389460422","0.369987401","0.4","0.5","0.5","0.8","0.6","1.2","1.8","1.8","1.9","5.5","6.2","2.1","2","2.6","0.579180327868852","0.556383561643836","0.598849315068493","0.641315068493151","0.666885245901639","0.734465753424657","0.781041095890411","0.827616438356164","0.890928961748634","0.10158904109589","0.0824109589041096","0.0824109589041096","0.101311475409836","0.0824109589041096","0.0824109589041096","0.08241","0.082185","0","0","0",""
"","Cook Islands","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.5-2-COK-TBPD.A","    Consumption (Mb/d)","","","","","","","","0.2","0.4","0.4","0.4","0.4","0.4","0.3","0.3","0.3","0.3","0.3","0.208","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.4460654839437377","0.4287726027393015","0.2338652054794931","0.21578493150713715","0.35951712703078165","0.5773054794516576","0.617158356164493","0.520963287671575","0.533844509319656","0.4930767123283564","0.585635616438712","0.657167123288041","0.695041095890288","0.69299726027385","0.730871232877096","0.676313671233","0.699860328767","0.744953972536","0.747057534236","0.756244931507",""
"INTL.54-2-COK-TBPD.A","        Refined petroleum products (Mb/d)","","","","","","","","0.2","0.4","0.4","0.4","0.4","0.4","0.3","0.3","0.3","0.3","0.3","0.208","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.4460654839437377","0.4287726027393015","0.2338652054794931","0.21578493150713715","0.35951712703078165","0.5773054794516576","0.617158356164493","0.520963287671575","0.533844509319656","0.4930767123283564","0.585635616438712","0.657167123288041","0.695041095890288","0.69299726027385","0.730871232877096","0.676313671233","0.699860328767","0.744953972536","0.747057534236","0.756244931507",""
"INTL.62-2-COK-TBPD.A","            Motor gasoline (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.093224043715847","0.0934794520547945","0.0794575342465753","0.0841315068493151","0.0839016393442623","0.0934794520547945","0.105164383561644","0.100490410958904","0.102546448087432","0.0958164383561644","0.112175342465753","0.126197260273973","0.133208219178082","0.133208219178082","0.140219178082192","0.130871","0.135174","0.1519041096","0.1378821918","0.15424109589",""
"INTL.63-2-COK-TBPD.A","            Jet fuel (Mb/d)","","","","","","","","0.133333333","0.266666667","0.266666667","0.266666667","0.266666667","0.266666667","0.2","0.2","0.2","0.2","0.2","0.1","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.0866666666666667","0.152082191780822","0.0425830136986301","0.00325890410958904","0.000433333333333333","0.153168493150685","0.218563835616438","0.152516712328767","0.156","0.143391780821918","0.171635616438356","0.19118904109589","0.202052054794521","0.202052054794521","0.212915068493151","0.197706","0.203666","0.2050936986","0.2150876712","0.208135342466",""
"INTL.64-2-COK-TBPD.A","            Kerosene (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0.001","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.65-2-COK-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","","0.066666667","0.133333333","0.133333333","0.133333333","0.133333333","0.133333333","0.1","0.1","0.1","0.1","0.1","0.09","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.224207650273224","0.143068493150685","0.0899287671232877","0.108323287671233","0.240513661202186","0.275917808219178","0.235041095890411","0.218690410958904","0.224207650273224","0.206427397260274","0.245260273972603","0.275917808219178","0.292268493150685","0.290224657534247","0.306575342465753","0.282049","0.293508","0.3167945205","0.3229260274","0.320882191781",""
"INTL.66-2-COK-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.041967123288","0.040142465753","0.021895890411","0.020071232877","0.034668493151","0.054739726027","0.058389041096","0.049265753425","0.051090410959","0.04744109589","0.056564383562","0.063863013699","0.067512328767","0.067512328767","0.071161643836","0.065687671233","0.067512328767","0.071161643836","0.071161643836","0.07298630137",""
"INTL.67-2-COK-TBPD.A","            Liquefied Petroleum Gases (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0.009","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.68-2-COK-TBPD.A","            Other petroleum liquids (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0.008","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"","Costa Rica","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.5-2-CRI-TBPD.A","    Consumption (Mb/d)","","","","","","","","16.000000001","16.000000001","14.999999999","16.000000001","14","14.999999999","13.5","15.8","18","19.7","18.8","20","25.18448","27.4","28.3","30.9","29.7","31.3","35.34235","38.8","37.92925792349732","38.09844602739723","39.48578958904118","40.83559890410959","40.49966448087439","43.5365304109589","46.68599561643842","50.745046575342414","50.17119890710382","48.04763287671237","49.21292712328772","49.698622465753395","49.56693150684935","51.50871232876708","52.70126027397252","52","55.152082","57.6013698630137","60.185386921835615","63.250279430136985",""
"INTL.54-2-CRI-TBPD.A","        Refined petroleum products (Mb/d)","","","","","","","","16.000000001","16.000000001","14.999999999","16.000000001","14","14.999999999","13.5","15.8","18","19.7","18.8","20","25.18448","27.4","28.3","30.9","29.7","31.3","35.34235","38.8","37.92925792349732","38.09844602739723","39.48578958904118","40.83559890410959","40.49966448087439","43.5365304109589","46.68599561643842","50.745046575342414","50.17119890710382","48.04763287671237","49.21292712328772","49.698622465753395","49.56693150684935","51.50871232876708","52.70126027397252","52","55.152082","57.6013698630137","60.185386921835615","63.250279430136985",""
"INTL.62-2-CRI-TBPD.A","            Motor gasoline (Mb/d)","","","","","","","","4.266666667","4.266666667","4","4.266666667","3.733333333","4","3.6","3.8","4.1","4.6","4.5","5.3","6.1","7.6","5.8","8.4","9.9","9.1","12","13","12.9814480874317","12.1055890410959","12.7833150684932","12.5262465753425","12.6318579234973","13.6713698630137","13.9050684931507","14.6295342465753","15.0556830601093","16.1018356164384","17.1534794520548","16.3822739726027","17.2469589041096","17.9480547945205","18.0415342465753","20","21","22.85572602739726","22.42428353506849","23.15953424657534",""
"INTL.63-2-CRI-TBPD.A","            Jet fuel (Mb/d)","","","","","","","","0.355555556","0.355555556","0.333333333","0.355555556","0.311111111","0.333333333","0.3","0.7","0.6","0.9","1","0.9","1.3","1.9","2.7","2.4","1.9","1.8","2.3","2.4","2.405","1.6946301369863","2.30295890410959","2.34641095890411","2.47","3.88895890410959","3.97586301369863","3.73687671232877","4.24666666666667","3.30235616438356","3.62824657534247","4.01931506849315","3.71515068493151","3.51961643835616","3.91068493150685","4","4","4.432109589041096","4.726513402712329","5.040438356164383",""
"INTL.64-2-CRI-TBPD.A","            Kerosene (Mb/d)","","","","","","","","0.474074074","0.474074074","0.444444444","0.474074074","0.414814815","0.444444444","0.4","0.3","0.2","0.2","0.2","0.2","0.08448","0.2","0.1","0.1","0.2","0.2","0.04235","0.2","0.147841530054645","0.232958904109589","0","0","0.0422404371584699","0.0423561643835616","0.0211780821917808","0.0211780821917808","0.0422404371584699","0.0423561643835616","0.0847123287671233","0.0635342465753425","0","0","0","0","0.152082","0","0.1236707615890411","0",""
"INTL.65-2-CRI-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","","6.637037037","6.637037037","6.222222222","6.637037037","5.807407407","6.222222222","5.6","6.5","7.4","7.7","8.2","8.6","12","12","13","14","12","13","14","13","12.5760349508197","13.5517364767123","14.0020745643836","14.8198862136986","15.4520076120219","16.2708527890411","18.9694862794521","21.1362352328767","21.1594603661202","20.2763018630137","19.9907565534247","19.7031847561644","18.5580273972603","19.1507397260274","19.8456438356164","20","21","21.05150684931507","20.87159642060274","21.33764383561644",""
"INTL.66-2-CRI-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","","3.2","3.2","3","3.2","2.8","3","2.7","3.1","4.6","4.4","3.2","3.2","3.4","3.8","3.5","4.9","4","4.5","4.2","6.6","6.24306085245902","6.18562116164383","5.48333220821918","5.4469010630137","3.12037124590164","5.45480462465753","5.59688896438356","6.32719660273973","5.01766285245902","3.54447090410959","3.82072704657534","5.00328979726027","5.20027397260274","5.94838356164384","5.60169863013699","2","3","2.207835616438356","2.480292804328767","2.244328767123288",""
"INTL.67-2-CRI-TBPD.A","            Liquefied Petroleum Gases (Mb/d)","","","","","","","","0.592592593","0.592592593","0.555555556","0.592592593","0.518518519","0.555555556","0.5","0.6","0.6","0.8","0.9","0.8","1","0.9","2","0.8","1.4","1.6","1.9","2.3","2.3455233442623","2.48664848767123","2.71397400547945","2.77947746849315","3.21552869398907","3.09618870136986","3.03802039452055","3.48493430136986","3.3764411420765","3.41071578082192","3.60554244931507","3.72262206027397","3.84547945205479","4.00438356164384","4.2586301369863","5","5","5.402739726027397","5.469101578082192","5.815890410958904",""
"INTL.68-2-CRI-TBPD.A","            Other petroleum liquids (Mb/d)","","","","","","","","0.474074074","0.474074074","0.444444444","0.474074074","0.414814815","0.444444444","0.4","0.8","0.5","1.1","0.8","1","1.3","1","1.2","0.3","0.3","1.1","0.9","1.3","1.23034915846995","1.84126181917808","2.20013483835616","2.91667662465753","3.56765856830601","1.11199936438356","1.1794903890411","1.40909139726027","1.27304438251366","1.36959638356164","0.929462717808219","0.804402564383562","1.00104109589041","0.937534246575342","1.04306849315068","1","1","1.651452054794521","4.089928419452055","5.65244381369863",""
