Report generated on: 03-01-2022 09:33:40
"API","","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021"
"INTL.57-6-SOM-BB.A","        Somalia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-6-ZAF-BB.A","        South Africa","NA","NA","NA","0.1165","0.115","0.1145","NA","NA","NA","NA","NA","NA","NA","NA","0.041","0.0404","0.0267","0.0267","0.029362","0.029362","0.029362","0.029362","0.01568","0.01568","0.01568","0.01568","0.01568","0.015","0.015","0.015","0.015","0.015","0.015","0.015","0.015","0.015","0.015","0.015","0.015","0.015","0.015","0.015"
"INTL.57-6-KOR-BB.A","        South Korea","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"INTL.57-6-SSD-BB.A","        South Sudan","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","","","","","","","","","",""
"INTL.57-6-ESP-BB.A","        Spain","0.15","0.35","0.1217","0.1314","0.16","0.115","0.09","0.0282","0.0386","0.025955","0.025","0.02","0.021389","0.022518","0.022518","0.020242","0.02","0.03","0.03","0.013999","0.013999","0.021009","0.021009","0.157626","0.157626","0.157626","0.157626","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15","0.15"
"INTL.57-6-LKA-BB.A","        Sri Lanka","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-6-SDN-BB.A","        Sudan","NA","NA","0.2","0.4","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.2621","0.2621","0.2621","0.2621","0.563","0.563","0.563","0.563","0.563","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5"
"INTL.57-6-SUR-BB.A","        Suriname","NA","NA","NA","NA","NA","NA","0.001","0.001","0.027","0.0287","0.0282","0.0273","0.0376","0.0492","0.0562","0.0819","0.074","0.074","0.074","0.074","0.074","0.074","0.074","0.17","0.111","0.111","0.111","0.111","0.088","0.0796","0.0796","0.0789","0.072","0.0768","0.0925","0.0925","0.09998","0.08398","0.0842","0.0844","0.0744","0.089"
"INTL.57-6-SWE-BB.A","        Sweden","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-6-CHE-BB.A","        Switzerland","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-6-SYR-BB.A","        Syria","2","1.94","1.89","1.521","1.49","1.45","1.44","1.4","1.75","1.73","1.73","1.7","1.7","1.7","1.7","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5"
"INTL.57-6-TWN-BB.A","        Taiwan","0.0102","0.009","0.008","0.0067","0.0062","0.0057","0.0055","0.0054","0.0054","0.005","0.0046","0.0045","0.004","0.004","0.004","0.004","0.004","0.004","0.004","0.004","0.004","0.004","0.004","0.004","0.004","0.004","0.00238","0.00238","0.00238","0.00238","0.00238","0.00238","0.00238","0.00238","0.00238","0.00238","0.00238","0.00238","0.00238","0.00238","0.00238","0.00238"
"INTL.57-6-TJK-BB.A","        Tajikistan","--","--","--","--","--","--","--","--","--","--","--","--","NA","NA","NA","NA","NA","0.012","0.012","0.012","0.012","0.012","0.012","0.012","0.012","0.012","0.012","0.012","0.012","0.012","0.012","0.012","0.012","0.012","0.012","0.012","0.012","0.012","0.012","0.012","0.012","0.012"
"INTL.57-6-TZA-BB.A","        Tanzania","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-6-THA-BB.A","        Thailand","0","0","0","0.103","0.045","0.156","0.107","0.1012","0.099","0.0852","0.23067","0.15","0.262","0.2419","0.178565","0.218114","0.230749","0.29526","0.29526","0.29625","0.29625","0.351635","0.51569","0.58335","0.58335","0.58335","0.291","0.29","0.46","0.441","0.43","0.435","0.442","0.45327","0.44878","0.46095","0.40489","0.39636","0.34939","0.3225","0.2926","0.25275"
"INTL.57-6-BHS-BB.A","        The Bahamas","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-6-TLS-BB.A","        Timor-Leste","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-6-TGO-BB.A","        Togo","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-6-TON-BB.A","        Tonga","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-6-TTO-BB.A","        Trinidad and Tobago","0.7","0.7","0.6","0.58","0.63","0.54","0.54","0.61","0.567","0.528","0.521","0.536","0.535","0.5726","0.466","0.4881","0.49","0.551","0.5842","0.534","0.605","0.686","0.716","0.716","0.99","0.99","0.99","0.7283","0.7283","0.7283","0.7283","0.7283","0.7283","0.7283","0.7283","0.7283","0.7283","0.242982","0.242982","0.242982","0.242982","0.242982"
"INTL.57-6-TUN-BB.A","        Tunisia","2.25","1.652","1.69","1.86","1.82","1.514","1.8","1.8","1.8","1.79","1.75","1.7","1.7","1.7","1.7","0.416","0.416","0.30756","0.30756","0.30756","0.30756","0.30756","0.30756","0.30756","0.30756","0.30756","0.30756","0.4","0.4","0.425","0.425","0.425","0.425","0.425","0.425","0.425","0.425","0.425","0.425","0.425","0.425","0.425"
"INTL.57-6-TUR-BB.A","        Turkey","0.125","0.11","0.28","0.28","0.37","0.294","0.3","0.4","0.38","0.381","0.52085","0.65","0.54045","0.474761","0.48767","0.48767","0.48767","0.260046","0.331036","0.3172","0.29865","0.29576","0.29576","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.2622","0.270433","0.270433","0.270433","0.294826","0.296","0.312","0.3345","0.3416","0.324","0.366","0.366"
"INTL.57-6-TKM-BB.A","        Turkmenistan","--","--","--","--","--","--","--","--","--","--","--","--","NA","NA","NA","NA","NA","0.546","0.546","0.546","0.546","0.546","0.546","0.546","0.546","0.546","0.546","0.6","0.6","0.6","0.6","0.6","0.6","0.6","0.6","0.6","0.6","0.6","0.6","0.6","0.6","0.6"
"INTL.57-6-TCA-BB.A","        Turks and Caicos Islands","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"none","        Tuvalu","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.57-6-USIQ-BB.A","        U.S. Pacific Islands","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"none","        U.S. Territories","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.57-6-VIR-BB.A","        U.S. Virgin Islands","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-6-UGA-BB.A","        Uganda","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5"
"INTL.57-6-UKR-BB.A","        Ukraine","--","--","--","--","--","--","--","--","--","--","--","--","NA","NA","NA","NA","NA","0.395","0.395","0.395","0.395","0.395","0.395","0.395","0.395","0.395","0.395","0.395","0.395","0.395","0.395","0.395","0.395","0.395","0.395","0.395","0.395","0.395","0.395","0.395","0.395","0.395"
"INTL.57-6-ARE-BB.A","        United Arab Emirates","29.4113","30.41","32.176","32.354","32.34","32.49","32.99","33.05","98.105","98.105","98.105","98.1","98.1","98.1","98.1","98.1","98.1","97.8","97.8","97.8","97.8","97.8","97.8","97.8","97.8","97.8","97.8","97.8","97.8","97.8","97.8","97.8","97.8","97.8","97.8","97.8","97.8","97.8","97.8","97.8","97.8","97.8"
"INTL.57-6-GBR-BB.A","        United Kingdom","15.4","14.8","14.8","13.9","13.15","13.59","13","9","5.2","5.175","4.25562","3.825","3.99431","4.14363","4.55426","4.51693","4.29295","4.51693","5.002795","5.19087","5.153255","5.002795","4.93","4.715","4.665","4.487","4.02948","3.875","3.6","3.41","3.08448","2.85768","2.82744","3.12228","2.979081","2.982142","2.754685","2.564053","2.5","2.5","2.7","2.5"
"INTL.57-6-USA-BB.A","        United States","31.221","31.335","31.006","29.459","29.348","29.968","29.869","28.325","28.658","28.214","27.89","27.556","25.926","24.971","24.149","23.604","23.548","23.324","23.887","22.37","23.168","23.517","23.844","24.023","23.106","22.592","23.019","22.311","22.812","20.554","22.315","25.181","28.95","33.403","36.52","39.933","35.23","35.213","41.99","47.053","47.107","NA"
"INTL.57-6-URY-BB.A","        Uruguay","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-6-UZB-BB.A","        Uzbekistan","--","--","--","--","--","--","--","--","--","--","--","--","NA","NA","NA","NA","NA","0.594","0.594","0.594","0.594","0.594","0.594","0.594","0.594","0.594","0.594","0.594","0.594","0.594","0.594","0.594","0.594","0.594","0.594","0.594","0.594","0.594","0.594","0.594","0.594","0.594"
"INTL.57-6-VUT-BB.A","        Vanuatu","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-6-VEN-BB.A","        Venezuela","17.87","17.95","20.3","21.5","24.85","25.845","25.591","25","56.3","58.0839","58.504","59.04","59.1","62.65","63.33","64.477","64.477","64.878","71.668879","72.6","72.6","76.862","77.685","77.8","77.8","77.226","79.729","80.012","87.035","99.377","99.377","211.17","211.17","297.57","297.74","298.35","299.953","300.878","302.25","302.809","302.809","303.806"
"INTL.57-6-VNM-BB.A","        Vietnam","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0.5","0.5","0.5","0.5","0.5","0.5","0.6","0.6","0.6","0.6","0.6","0.6","0.6","0.6","0.6","0.6","0.6","0.6","0.6","0.6","0.6","4.4","4.4","4.4","4.4","4.4","4.4","4.4","4.4","4.4","4.4"
"INTL.57-6-WAK-BB.A","        Wake Island","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-6-ESH-BB.A","        Western Sahara","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-6-YEM-BB.A","        Yemen","NA","NA","NA","NA","NA","NA","0.2","0.5","0.55","4.38","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3"
"INTL.57-6-ZMB-BB.A","        Zambia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-6-ZWE-BB.A","        Zimbabwe","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
